0 0.342563
0.020202 0.351935
0.040404 0.361166
0.0606061 0.370219
0.0808081 0.379055
0.10101 0.387638
0.121212 0.395931
0.141414 0.403899
0.161616 0.411506
0.181818 0.418721
0.20202 0.42551
0.222222 0.431844
0.242424 0.437694
0.262626 0.443035
0.282828 0.447841
0.30303 0.452091
0.323232 0.455765
0.343434 0.458846
0.363636 0.46132
0.383838 0.463174
0.40404 0.464401
0.424242 0.464993
0.444444 0.464947
0.464646 0.464265
0.484848 0.462947
0.505051 0.461
0.525253 0.458432
0.545455 0.455255
0.565657 0.451483
0.585859 0.447132
0.606061 0.442223
0.626263 0.436776
0.646465 0.430818
0.666667 0.424373
0.686869 0.417471
0.707071 0.410143
0.727273 0.40242
0.747475 0.394336
0.767677 0.385927
0.787879 0.37723
0.808081 0.36828
0.828283 0.359118
0.848485 0.34978
0.868687 0.340307
0.888889 0.330738
0.909091 0.321112
0.929293 0.311469
0.949495 0.301847
0.969697 0.292284
0.989899 0.282819
1.0101 0.273488
1.0303 0.264328
1.05051 0.255372
1.07071 0.246656
1.09091 0.23821
1.11111 0.230067
1.13131 0.222256
1.15152 0.214804
1.17172 0.207739
1.19192 0.201084
1.21212 0.194863
1.23232 0.189098
1.25253 0.183806
1.27273 0.179006
1.29293 0.174714
1.31313 0.170944
1.33333 0.167707
1.35354 0.165014
1.37374 0.162874
1.39394 0.161292
1.41414 0.160273
1.43434 0.159821
1.45455 0.159935
1.47475 0.160616
1.49495 0.161861
1.51515 0.163664
1.53535 0.166021
1.55556 0.168922
1.57576 0.172358
1.59596 0.176317
1.61616 0.180787
1.63636 0.185751
1.65657 0.191194
1.67677 0.197097
1.69697 0.203439
1.71717 0.210199
1.73737 0.217354
1.75758 0.224879
1.77778 0.232747
1.79798 0.24093
1.81818 0.2494
1.83838 0.258125
1.85859 0.267074
1.87879 0.276214
1.89899 0.285511
1.91919 0.294929
1.93939 0.304433
1.9596 0.313985
1.9798 0.32355
2 0.333088
