0 0
0.0606061 0.060569
0.121212 0.120916
0.181818 0.180818
0.242424 0.240057
0.30303 0.298414
0.363636 0.355675
0.424242 0.41163
0.484848 0.466074
0.545455 0.518807
0.606061 0.569634
0.666667 0.61837
0.727273 0.664835
0.787879 0.708859
0.848485 0.75028
0.909091 0.788945
0.969697 0.824714
1.0303 0.857455
1.09091 0.887047
1.15152 0.913382
1.21212 0.936363
1.27273 0.955905
1.33333 0.971938
1.39394 0.984402
1.45455 0.99325
1.51515 0.998452
1.57576 0.999988
1.63636 0.997851
1.69697 0.992051
1.75758 0.982607
1.81818 0.969556
1.87879 0.952944
1.93939 0.932834
2 0.909297
2.06061 0.882422
2.12121 0.852307
2.18182 0.819062
2.24242 0.78281
2.30303 0.743683
2.36364 0.701825
2.42424 0.65739
2.48485 0.610542
2.54545 0.561451
2.60606 0.510299
2.66667 0.457273
2.72727 0.402567
2.78788 0.346384
2.84848 0.288929
2.90909 0.230413
2.9697 0.17105
3.0303 0.11106
3.09091 0.0506619
3.15152 -0.00992234
3.21212 -0.0704701
3.27273 -0.130759
3.33333 -0.190568
3.39394 -0.249677
3.45455 -0.307869
3.51515 -0.364931
3.57576 -0.420653
3.63636 -0.47483
3.69697 -0.527264
3.75758 -0.577761
3.81818 -0.626137
3.87879 -0.672214
3.93939 -0.715822
4 -0.756802
4.06061 -0.795004
4.12121 -0.830285
4.18182 -0.862518
4.24242 -0.891584
4.30303 -0.917376
4.36364 -0.9398
4.42424 -0.958772
4.48485 -0.974224
4.54545 -0.986099
4.60606 -0.994352
4.66667 -0.998955
4.72727 -0.999889
4.78788 -0.997152
4.84848 -0.990753
4.90909 -0.980716
4.9697 -0.967079
5.0303 -0.94989
5.09091 -0.929213
5.15152 -0.905124
5.21212 -0.877711
5.27273 -0.847075
5.33333 -0.813329
5.39394 -0.776597
5.45455 -0.737013
5.51515 -0.694722
5.57576 -0.649881
5.63636 -0.602653
5.69697 -0.553212
5.75758 -0.50174
5.81818 -0.448426
5.87879 -0.393465
5.93939 -0.337059
6 -0.279415
